step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,balance_shift_diff,balanced,log_amount,log_oldbalanceOrg,log_oldbalanceDest,log_newbalanceOrig,log_newbalanceDest,sender_zero_balance,recipient_zero_balance
18,CASH_OUT,233124.28,C1491322343,126.0,0.0,C1364129993,1279396.97,1495553.17,0,-216030.19999999995,False,12.359331270451882,4.844187086458591,14.061900189315658,0.0,14.21800737839547,0,0
37,CASH_OUT,140964.16,C2012551222,0.0,0.0,C736236438,2382182.37,2389116.06,0,-6933.689999999944,False,11.856268046629417,0.0,14.683528007462584,0.0,14.68643442468892,1,0
41,TRANSFER,351929.76,C13918202,102408.0,0.0,C22237724,227651.12,579580.88,0,-249521.76,False,12.771189730685903,11.536729878350389,12.335573953260749,0.0,13.27006222600001,0,0
22,TRANSFER,437252.93,C1381377774,364.0,0.0,C1623782441,361098.52,798351.46,0,-436888.94,False,12.988269380833597,5.8998973535824915,12.796908877992996,0.0,13.590305458118396,0,0
42,TRANSFER,851621.32,C336716340,0.0,0.0,C1921705853,969374.05,1820995.36,0,-851621.31,False,13.65489842114602,0.0,13.784406864492565,0.0,14.414894359806045,1,0
12,CASH_OUT,211478.31,C915047113,407148.0,195669.69,C1843751632,105821.0,0.0,0,317299.31,False,12.261882447624185,12.916934490795,11.56951371629842,12.184188372111304,0.0,0,0
41,CASH_OUT,74528.98,C1680558566,0.0,0.0,C1795026220,2932828.22,3167157.74,0,-234329.52,False,11.218956739527387,0.0,14.891478119193069,0.0,14.968345447409586,1,0
14,CASH_OUT,35897.6,C1776646057,0.0,0.0,C2104652067,9675112.49,9681027.27,0,-5914.779999999329,False,10.488453576501474,0.0,16.08506752704388,0.0,16.085678679850822,1,0
13,CASH_OUT,271537.64,C860524016,166691.0,0.0,C1395837245,1428443.57,2049002.89,0,-453868.31999999983,False,12.511859728671523,12.02390307718539,14.172096696959965,0.0,14.532864325706301,0,0
9,TRANSFER,928738.41,C1516216743,107099.0,0.0,C1124049355,817.0,95749.66,0,12166.339999999997,False,13.741583472526488,11.58151825643584,6.706862336602747,0.0,11.469502799969527,0,0
35,CASH_OUT,7929.58,C1277941004,0.0,0.0,C1695362778,1163999.14,1171928.72,0,-7929.580000000074,False,8.978481451929076,0.0,13.967373027548428,0.0,13.974162281450763,1,0
43,CASH_OUT,140133.38,C1034827335,0.0,0.0,C1180598538,209128.17,349261.55,0,-140133.37999999998,False,11.850357098365999,0.0,12.250707378317458,0.0,12.763579210618188,1,0
18,CASH_OUT,635879.32,C433399742,12007.0,0.0,C885377382,270485.09,965404.13,0,-682912.04,False,13.362765648514287,9.393328373313297,12.507975952656247,0.0,13.78030311605395,0,0
44,TRANSFER,295826.2,C1154813634,0.0,0.0,C1689374891,2665341.56,4424403.81,0,-1759062.2499999995,False,12.597530779054313,0.0,14.795843147659191,0.0,15.302646321162705,1,0
21,CASH_OUT,133313.3,C1567330272,22219.0,0.0,C502489821,217196.43,350509.74,0,-111094.31,False,11.800464777232259,10.008748063193622,12.28856203455939,0.0,12.767146626927413,0,0
14,CASH_OUT,268854.05,C1255648588,21369.0,0.0,C687952063,1463233.4,1732087.45,0,-247485.05000000005,False,12.5019276657698,9.969743348313193,14.196159885897252,0.0,14.364838434929915,0,0
47,CASH_OUT,297557.39,C304783624,0.0,0.0,C240821218,2668923.75,3408395.66,0,-739471.9100000001,False,12.603365753617162,0.0,14.79718623390902,0.0,15.041752551003524,1,0
29,CASH_OUT,268641.82,C2038670336,268641.82,0.0,C1068543577,197163.95,465805.77,1,0.0,True,12.501137969576105,12.501137969576105,12.191795967016628,0.0,13.05152617046158,0,0
18,CASH_OUT,226554.88,C713361843,113094.0,0.0,C938229535,1991409.27,1892134.37,0,212368.8999999999,False,12.330746904293894,11.635983452462082,14.504353624098679,0.0,14.453216574660273,0,0
69,CASH_OUT,5521483.54,C1786386487,5521483.54,0.0,C1454031203,5527212.34,11048695.88,1,-9.313225746154783e-10,True,15.524157320501624,15.524157320501624,15.52519432967241,0.0,16.217823049562053,0,0
18,CASH_OUT,115786.61,C1951267865,0.0,0.0,C468296734,159887.96,315687.53,0,-155799.57000000004,False,11.659512843578025,0.0,11.982234853286487,0.0,12.66251134192534,1,0
9,CASH_OUT,266117.09,C468484430,49985.0,0.0,C486750945,0.0,266117.09,0,-216132.09000000003,False,12.49169543661678,10.819498245202965,0.0,0.0,12.49169543661678,0,1
13,CASH_OUT,19172.48,C1160448538,0.0,0.0,C487219656,3230572.95,3141206.08,0,89366.87000000011,False,9.861283353210775,0.0,14.988170372911672,0.0,14.960117704396017,1,0
46,CASH_OUT,5520.06,C695312840,0.0,0.0,C882864415,617409.42,622929.48,0,-5520.05999999994,False,8.616325149821442,0.0,13.333289268134859,0.0,13.342190202457992,1,0
14,CASH_OUT,256548.19,C1312264456,0.0,0.0,C1928917845,282541.99,1430435.75,0,-1147893.76,False,12.455075699085844,0.0,12.55158599498204,0.0,14.173490375185445,1,0
9,CASH_OUT,88643.38,C1048586016,0.0,0.0,C1871689990,216345.07,559565.01,0,-343219.94,False,11.392387914117712,0.0,12.284634580477645,0.0,13.234916780114572,1,0
41,CASH_OUT,108478.16,C680336535,105272.0,0.0,C1480054378,0.0,108478.16,0,-3206.1600000000035,False,11.594313359781411,11.564312254986927,0.0,0.0,11.594313359781411,0,1
35,CASH_OUT,182920.81,C426012663,0.0,0.0,C130234596,372041.9,554962.71,0,-182920.80999999997,False,12.116814072759118,0.0,12.826764449186792,0.0,13.226658003203335,1,0
15,CASH_OUT,117622.18,C1209631585,118.0,0.0,C714836870,0.0,195379.83,0,-195261.83,False,11.675241403866805,4.77912349311153,0.0,0.0,12.182705907329757,0,1
25,CASH_OUT,152088.97,C1770323707,1112.0,0.0,C1758590178,6310585.55,6462674.52,0,-150976.96999999974,False,11.932227532614768,7.014814351275545,15.65773918582328,0.0,15.681553957197893,0,0
18,TRANSFER,195965.18,C875463528,0.0,0.0,C346020085,14503157.12,14552143.05,0,-48985.930000001565,False,12.185697372303606,0.0,16.489876985054835,0.0,16.493248898114057,1,0
36,CASH_OUT,188462.98,C826006407,10271.0,0.0,C2071178761,64445.56,252908.54,0,-178191.98,False,12.146662180077497,9.237177025929743,11.073591632233777,0.0,12.440787154366513,0,0
44,TRANSFER,387952.42,C374179954,387952.42,0.0,C1213274351,0.0,0.0,1,387952.42,False,12.868640559852254,12.868640559852254,0.0,0.0,0.0,0,1
93,TRANSFER,38150.22,C1961802855,38150.22,0.0,C315895571,0.0,0.0,1,38150.22,False,10.549313015231428,10.549313015231428,0.0,0.0,0.0,0,1
15,CASH_OUT,68886.53,C37693654,5864.0,0.0,C842455784,27240.93,49793.62,0,-16688.690000000002,False,11.140230453684048,8.676757761087575,10.21251260944228,0.0,10.815662225048339,0,0
15,TRANSFER,696763.08,C968403759,696763.08,0.0,C1524019269,0.0,69861.26,1,626901.82,False,13.454202153249092,13.454202153249092,0.0,0.0,11.154280868252675,0,1
41,TRANSFER,653709.7,C154271288,0.0,0.0,C1348669431,5100281.06,5753990.76,0,-653709.7000000002,False,13.390420177831555,0.0,15.444806402047593,0.0,15.565404391045334,1,0
40,CASH_OUT,84317.48,C50430463,0.0,0.0,C1379057817,1946177.04,2030494.51,0,-84317.46999999997,False,11.342356337047244,0.0,14.481378027779494,0.0,14.523790414828035,1,0
17,CASH_OUT,139804.25,C2096148442,25943.0,0.0,C1493617119,1514596.5,2008304.29,0,-467764.79,False,11.848005661724795,10.163695647987154,14.23066028505968,0.0,14.512801785089916,0,0
50,CASH_OUT,592737.43,C300034494,592737.43,0.0,C206270107,163646.39,756383.82,1,1.1641532182693479e-10,True,13.292508484546936,13.292508484546936,12.0054693311312,0.0,13.536305546818365,0,0
22,CASH_OUT,71316.06,C464311480,3.0,0.0,C944883137,123043.09,194359.15,0,-71313.06,False,11.174890848468959,1.3862943611198906,11.72029802540936,0.0,12.17746816028328,0,0
18,TRANSFER,351578.53,C1921907455,0.0,0.0,C768600096,413809.0,905179.88,0,-491370.88,False,12.770191223530643,0.0,12.933162210265476,0.0,13.715890070114549,1,0
38,CASH_OUT,212522.25,C1515094368,4541.0,0.0,C1741539833,4320.0,0.0,0,8861.0,False,12.266806673126284,8.421122722665503,8.371242135931933,0.0,0.0,0,0
15,CASH_OUT,160969.79,C1390945756,0.0,0.0,C1649493356,619626.7,780596.48,0,-160969.78000000003,False,11.988978198935017,0.0,13.33687409278766,0.0,13.567814905437507,1,0
33,CASH_OUT,314025.45,C532705974,144805.22,0.0,C2023391825,910739.1,1224764.56,0,-169220.24000000008,False,12.657232497011556,11.883151713812284,13.722012844649775,0.0,14.018260004053717,0,0
15,CASH_OUT,104065.72,C115692381,2279.0,0.0,C1509943075,0.0,63900.22,0,-61621.22,False,11.552787510887221,7.731930721948486,0.0,0.0,11.065093732515138,0,1
30,CASH_OUT,236947.25,C474899128,236947.25,0.0,C116505755,70084.28,307031.53,1,-2.9103830456733704e-11,True,12.375597041844088,12.375597041844088,11.157468065237925,0.0,12.634708981867925,0,0
18,CASH_OUT,148525.23,C865941111,6456.0,0.0,C455829974,189464.49,337989.72,0,-142069.22999999998,False,11.908516854623754,8.772920092626467,12.151962176102488,0.0,12.730773718466942,0,0
12,TRANSFER,147270.16,C1730757001,0.0,0.0,C1649389360,2288132.53,2430600.96,0,-142468.43000000017,False,11.900030792378262,0.0,14.643246990792873,0.0,14.703649504803767,1,0
34,CASH_OUT,202368.36,C1748817712,0.0,0.0,C1365650915,1020931.74,1223300.11,0,-202368.3700000001,False,12.217849821536614,0.0,13.836227218385268,0.0,14.017063590416269,1,0
11,CASH_OUT,151979.91,C342028044,99187.0,0.0,C237683160,15958.0,2231674.62,0,-2116529.62,False,11.9315101998358,11.504772318213842,9.677778212399186,0.0,14.618263260380468,0,0
42,CASH_OUT,113657.86,C1518508008,351846.4,238188.54,C764744375,548119.97,661777.83,0,2.9103830456733704e-11,True,11.640956784887035,12.770952837854816,13.214251289744041,12.380822022260725,13.402686685441838,0,0
15,CASH_OUT,253281.81,C1683267988,231577.87,0.0,C2058178555,580016.43,785026.88,0,26567.42000000004,False,12.442261969494231,12.352675785631083,13.270813433795196,0.0,13.573474512057437,0,0
12,CASH_OUT,292202.89,C1271534077,0.0,0.0,C1435763389,3129782.59,3115956.08,0,13826.509999999776,False,12.585207091009574,0.0,14.956474419550936,0.0,14.952046911808592,1,0
9,CASH_OUT,26223.26,C820524124,79983.0,53759.74,C552679581,318916.98,250830.57,0,94309.66999999998,False,10.174440215516524,11.289581893653352,12.672689232719538,10.892298739983248,12.432536957012015,0,0
44,TRANSFER,1649818.97,C369936121,1649818.97,0.0,C1347315975,0.0,0.0,1,1649818.97,False,14.316176730833025,14.316176730833025,0.0,0.0,0.0,0,1
21,CASH_OUT,102938.74,C1915921061,0.0,0.0,C1199544128,1728545.36,1831484.1,0,-102938.74,False,11.541899047460404,0.0,14.362791358927156,0.0,14.420637725759779,1,0
40,CASH_OUT,422284.88,C506127079,526.0,0.0,C1871156767,66347.43,488632.3,0,-421758.87,False,12.953437804417032,6.267200548541362,11.102675377084012,0.0,13.099367589392534,0,0
43,CASH_OUT,127872.15,C1156000618,346340.56,218468.41,C459983571,572142.35,700014.5,0,-2.9103830456733704e-11,True,11.758794035896099,12.755180734740382,13.257144850852134,12.294401283716867,13.458857756637535,0,0
45,CASH_OUT,357836.57,C198543509,357836.57,0.0,C824285986,51217.85,409054.43,1,-0.0100000000093132,True,12.787834447339206,12.787834447339206,10.84386290733434,0.0,12.921605951514536,0,0
18,CASH_OUT,56470.86,C315441466,6331.0,0.0,C546856775,104053.42,160524.29,0,-50139.87000000001,False,10.941497739967547,8.753371421000903,11.552669310496675,0.0,11.986206779232802,0,0
90,CASH_OUT,39664.74,C1334465444,39664.74,0.0,C247088283,0.0,39664.74,1,0.0,True,10.588243121808139,10.588243121808139,0.0,0.0,10.588243121808139,0,1
40,CASH_OUT,367696.12,C282954778,0.0,0.0,C2001964705,4816778.58,5184474.71,0,-367696.1299999999,False,12.815014834786565,0.0,15.387616125794374,0.0,15.46117927785039,1,0
18,CASH_OUT,137810.32,C1732137352,61017.0,0.0,C552060976,67629.8,310954.66,0,-182307.86,False,11.833640782228368,11.01892418159454,11.121818779568962,0.0,12.6474056086497,0,0
34,CASH_OUT,109349.06,C1326180039,0.0,0.0,C1549854117,2148363.5,2371657.87,0,-223294.3700000001,False,11.602309574801609,0.0,14.58021741295214,0.0,14.679100213411635,1,0
11,CASH_OUT,527146.14,C903912294,686353.83,159207.69,C2006081398,17344691.56,18861782.99,0,-989945.2899999998,False,13.175234991589639,13.43915001788095,16.668797113236103,11.977971136329826,16.752648421894424,0,0
19,CASH_OUT,11158.0,C1333986171,0.0,0.0,C1629589546,405941.93,417099.93,0,-11158.0,False,9.320001626185702,0.0,12.91396786220101,0.0,12.941083509863683,1,0
13,CASH_OUT,122092.28,C1525283535,0.0,0.0,C1799785502,150495.57,272587.85,0,-122092.27999999996,False,11.712540621729175,0.0,11.92169557221368,0.0,12.515719894986912,1,0
19,CASH_OUT,204873.29,C1764247500,0.0,0.0,C624181303,239253.51,444126.8,0,-204873.29,False,12.230151850512366,0.0,12.385283159712243,0.0,13.003867637834837,1,0
15,CASH_OUT,176605.15,C1126875855,0.0,0.0,C1275164668,12058651.23,12235256.37,0,-176605.13999999873,False,12.0816773910077,0.0,16.305292987628498,0.0,16.319832290191403,1,0
33,CASH_OUT,217435.73,C1549290519,0.0,0.0,C1219457970,4321618.65,4539054.38,0,-217435.72999999952,False,12.289663190640542,0.0,15.279140808937216,0.0,15.328229482289485,1,0
38,TRANSFER,460192.52,C1396449350,0.0,0.0,C2028875531,787939.4,1248131.91,0,-460192.5099999999,False,13.039402375649846,0.0,13.577177731461815,0.0,14.037159320638395,1,0
20,CASH_OUT,155717.33,C1670169224,0.0,0.0,C1229883101,287346.3,814498.97,0,-527152.6699999999,False,11.955804077289798,0.0,12.568446867685026,0.0,13.610329670191824,1,0
35,CASH_OUT,239069.87,C520043532,0.0,0.0,C701938155,1667616.28,1906686.15,0,-239069.86999999988,False,12.3845153141548,0.0,14.326906387132262,0.0,14.460877817637158,1,0
15,CASH_OUT,381957.47,C1966524831,0.0,0.0,C535666913,2043000.49,2424957.95,0,-381957.4600000002,False,12.853067164401073,0.0,14.529930603119121,0.0,14.701325154375391,1,0
14,CASH_OUT,2927005.15,C2010427735,2927005.15,0.0,C1887744176,0.0,2994420.07,1,-67414.91999999993,False,14.889490666799249,14.889490666799249,0.0,0.0,14.912261472015674,0,1
14,CASH_OUT,1561891.66,C15204463,1561891.66,0.0,C1255502452,3471928.95,6443177.56,1,-1409356.9499999995,False,14.2614088874302,14.2614088874302,15.060221178867602,0.0,15.678532541534679,0,0
13,CASH_OUT,121244.75,C454803266,0.0,0.0,C248576137,1213642.97,1334887.72,0,-121244.75,False,11.705574756639018,0.0,14.009137937408251,0.0,14.104358490536955,1,0
13,CASH_OUT,115483.33,C208575969,0.0,0.0,C1190181813,6276661.99,6392145.32,0,-115483.33000000007,False,11.656890128744172,0.0,15.652349026197662,0.0,15.670580657280142,1,0
14,CASH_OUT,17052.85,C1749697186,10751.0,0.0,C1496194127,537403.3,681426.12,0,-133271.81999999995,False,9.744131263672836,9.282847062762931,13.194505976620166,0.0,13.431944583827907,0,0
12,CASH_OUT,234894.11,C1397292503,23092.0,0.0,C1687582668,105186.63,345447.89,0,-217169.26,False,12.366894353061227,10.047284820283895,11.563500986820692,0.0,12.752599980711604,0,0
43,TRANSFER,148786.27,C1519841595,0.0,0.0,C1727908519,177140.53,325926.8,0,-148786.27,False,11.910272846646158,0.0,12.084704296562357,0.0,12.694431163427575,1,0
14,CASH_OUT,19997.32,C1521993704,50373.0,30375.68,C76500199,213751.27,284635.74,0,-50887.15,False,9.90340354900793,10.827230447935323,12.272573006625658,10.321430487755359,12.558969049770557,0,0
18,CASH_OUT,149673.34,C767659737,0.0,0.0,C1036138670,3734825.74,3581398.59,0,153427.15000000037,False,11.916217146229798,0.0,15.133211987253544,0.0,15.09126422890442,1,0
45,CASH_OUT,132641.65,C1617731143,0.0,0.0,C736325226,3521451.96,3654093.61,0,-132641.6499999999,False,11.795413949059776,0.0,15.074384235134326,0.0,15.111358907757854,1,0
38,CASH_OUT,97114.5,C1362519811,0.0,0.0,C117840646,132327.32,229441.82,0,-97114.5,False,11.483656270788222,0.0,11.793041386152614,0.0,12.34340912711284,1,0
37,TRANSFER,1072429.58,C925392337,0.0,0.0,C1382919334,4681786.45,5754216.04,0,-1072429.59,False,13.885438200416681,0.0,15.35919052873638,0.0,15.565443542229318,1,0
23,CASH_OUT,355486.17,C748542955,0.0,0.0,C495036693,852375.46,1207861.63,0,-355486.1699999999,False,12.781244437560108,0.0,13.655783562682611,0.0,14.004362934123225,1,0
94,CASH_OUT,283254.25,C2133019406,1117.0,0.0,C377071748,0.0,283254.25,0,-282137.25,False,12.554103713581679,7.0192966537150445,0.0,0.0,12.554103713581679,0,1
41,CASH_OUT,152022.48,C299302703,0.0,0.0,C945034990,1556157.04,1708179.52,0,-152022.47999999998,False,11.931790261582792,0.0,14.257730546686174,0.0,14.350939338612276,1,0
94,CASH_OUT,194690.26,C93194489,69217.42,0.0,C141534190,1269210.01,1463900.27,0,-125472.84,False,12.17917030077902,11.145022291155925,14.053906013409303,0.0,14.196615532704724,0,0
38,CASH_OUT,59485.82,C947084097,922.0,0.0,C1013242184,0.0,59485.82,0,-58563.82,False,10.993510054391137,6.827629234502852,0.0,0.0,10.993510054391137,0,1
64,CASH_OUT,3097121.75,C1563094045,3097121.75,0.0,C1677375515,0.0,3097121.75,1,0.0,True,14.94598409330066,14.94598409330066,0.0,0.0,14.94598409330066,0,1
11,CASH_OUT,189210.86,C647358051,119023.0,0.0,C1739974332,0.0,191778.0,0,-72755.0,False,12.150622618624721,11.687080432431122,0.0,0.0,12.164098946386016,0,1
17,TRANSFER,454689.05,C1765641662,0.0,0.0,C758651122,3833560.81,4490205.75,0,-656644.94,False,13.027371257013746,0.0,15.1593049054979,0.0,15.317409305428919,1,0
19,CASH_OUT,222577.06,C1586490956,0.0,0.0,C873596153,339712.0,680375.69,0,-340663.68999999994,False,12.31303315052214,0.0,12.735856422477369,0.0,13.430401879657722,1,0
20,CASH_OUT,314305.87,C544331949,0.0,0.0,C860589720,744778.51,1059084.38,0,-314305.8699999999,False,12.658125080644133,0.0,13.520843493825428,0.0,13.872916244563127,1,0
19,CASH_OUT,296274.18,C1101807183,0.0,0.0,C131671914,369049.18,818226.29,0,-449177.11,False,12.599043963600131,0.0,12.818687902936869,0.0,13.614895437624464,1,0
13,CASH_OUT,144452.54,C356063142,0.0,0.0,C934290474,235946.98,380399.52,0,-144452.54,False,11.880713212343837,0.0,12.371366635982053,0.0,12.848979976634562,1,0
14,CASH_OUT,254130.39,C364198964,178910.0,0.0,C181690060,0.0,145937.59,0,32972.41,False,12.44560669572027,12.094643754470741,0.0,0.0,11.89094119576821,0,1
15,CASH_OUT,103250.66,C1707381312,225213.87,121963.2,C16549036,1668760.07,2574901.78,0,-802891.0399999997,False,11.544924588175878,12.324810203263157,14.32759203481656,11.711482838029731,14.761322336027417,0,0
7,TRANSFER,1306489.06,C1010419513,0.0,0.0,C11003494,11981248.41,15026180.08,0,-3044931.67,False,14.082854755800582,0.0,16.298853436532482,0.0,16.525304642950037,1,0
20,TRANSFER,289600.26,C2018466948,10488.0,0.0,C106675728,20351.78,309952.04,0,-279112.26,False,12.576260290312963,9.258082367961604,9.920972790877144,0.0,12.644176081115521,0,0
22,CASH_OUT,250508.22,C1961176152,0.0,0.0,C256763146,846293.47,1096801.69,0,-250508.22,False,12.431251005216943,0.0,13.648622651310959,0.0,13.907909859816584,1,0
10,CASH_OUT,171467.56,C2012562053,10584.04,0.0,C683891649,4338926.53,6583892.2,0,-2234381.63,False,12.052155205167143,9.267196962494276,15.283137762635937,0.0,15.700136800065316,0,0
45,CASH_OUT,227194.27,C1031504604,0.0,0.0,C178127975,1611372.03,1838566.3,0,-227194.27,False,12.33356514695045,0.0,14.292597187186285,0.0,14.42449718498223,1,0
94,CASH_OUT,405354.37,C1422979283,0.0,0.0,C390469641,482323.95,887678.32,0,-405354.37,False,12.912519418138636,0.0,13.086373336006627,0.0,13.696365830626439,1,0
18,CASH_OUT,216354.08,C1355649386,0.0,0.0,C1603347344,625329.82,1428861.92,0,-803532.1,False,12.284676225848827,0.0,13.346036100682355,0.0,14.17238952508886,1,0
42,CASH_OUT,121346.68,C50598643,0.0,0.0,C1518080176,945340.75,1066687.43,0,-121346.67999999992,False,11.706415092719004,0.0,13.75930178131146,0.0,13.880069482018705,1,0
40,CASH_OUT,61010.49,C1044628465,0.0,0.0,C758683674,280426.39,341436.88,0,-61010.48999999999,False,11.018817486073544,0.0,12.544070111255031,0.0,12.740921038079062,1,0
41,TRANSFER,867065.16,C1862935444,111.0,0.0,C1720231001,2702688.43,3569753.59,0,-866954.1599999997,False,13.672870561963167,4.718498871295094,14.809757920396082,0.0,15.088007409096043,0,0
43,CASH_OUT,1762.04,C1030391356,31103.0,29340.96,C1692907088,70881.63,72643.67,0,7.275957614183426e-12,True,7.4747948707394665,10.345091707260165,11.16878068955673,10.28677385246507,11.193335300856262,0,0
18,CASH_OUT,197238.67,C2129194817,0.0,0.0,C1234429486,2424512.44,2621751.11,0,-197238.66999999995,False,12.19217486724804,0.0,14.701141418923193,0.0,14.779353396502279,1,0
22,CASH_OUT,379878.0,C1495269307,379878.0,0.0,C475345362,1301414.19,1681292.19,1,0.0,True,12.84760805994319,12.84760805994319,14.078962838020392,0.0,14.335073811221655,0,0
46,TRANSFER,501567.64,C785044246,0.0,0.0,C938993659,2053020.38,2554588.02,0,-501567.6400000001,False,13.125495746410191,0.0,14.534823109975097,0.0,14.753401915452711,1,0
9,TRANSFER,3649110.85,C1069086544,273107.0,0.0,C2115178036,6777843.98,11863728.3,0,-4812777.32,False,15.109994367182303,12.517622600331913,15.729169759834178,0.0,16.288996345614443,0,0
32,TRANSFER,404165.06,C1458768825,404165.06,0.0,C206316722,0.0,0.0,1,404165.06,False,12.909581112093612,12.909581112093612,0.0,0.0,0.0,0,1
71,CASH_OUT,479892.04,C1282533102,479892.04,0.0,C672637887,1600079.29,2079971.33,1,-5.820766091346741e-11,True,13.081318524719704,13.081318524719704,14.285564367200973,0.0,14.547865148704402,0,0
6,TRANSFER,85354.69,C558400671,85354.69,0.0,C527482085,0.0,0.0,1,85354.69,False,11.35458239266713,11.35458239266713,0.0,0.0,0.0,0,1
43,TRANSFER,272286.84,C835465092,2133.0,0.0,C1344812436,0.0,272286.84,0,-270153.84,False,12.514615021035995,7.665753431861699,0.0,0.0,12.514615021035995,0,1
45,CASH_OUT,21962.44,C1082056481,106762.0,84799.56,C556959466,2800293.91,2822256.35,0,5.820766091346741e-11,True,9.99713453180711,11.57836670353579,14.845235294599144,11.348057425531774,14.853047601425478,0,0
9,CASH_OUT,21728.52,C1263438826,0.0,0.0,C747869108,1803122.36,2022485.59,0,-219363.23,False,9.986426983729007,0.0,14.405030919146126,0.0,14.519838297484892,1,0
19,CASH_OUT,15998.46,C39717375,0.0,0.0,C1921483039,5672709.13,5688707.6,0,-15998.46999999974,False,9.680310250652374,0.0,15.551177538581591,0.0,15.553993820765083,1,0
